sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;wheelSpeed;
1562328523;184728;1562328523;184735;1562328523;184630;0;
1562328523;194731;1562328523;194739;1562328523;194649;0;
1562328523;204350;1562328523;204363;1562328523;204267;0;
1562328523;214674;1562328523;214685;1562328523;214587;0;
1562328523;224691;1562328523;224702;1562328523;224605;0;
1562328523;234715;1562328523;234724;1562328523;234623;0;
1562328523;244723;1562328523;244737;1562328523;244645;0;
1562328523;254537;1562328523;254548;1562328523;254463;0;
1562328523;264691;1562328523;264707;1562328523;264580;0;
1562328523;274697;1562328523;274708;1562328523;274601;0;
1562328523;284405;1562328523;284414;1562328523;284318;0;
1562328523;294713;1562328523;294721;1562328523;294636;0;
1562328523;304612;1562328523;304623;1562328523;304555;0;
1562328523;314651;1562328523;314664;1562328523;314574;0;
1562328523;324639;1562328523;324648;1562328523;324592;0;
1562328523;334496;1562328523;334512;1562328523;334410;0;
1562328523;344703;1562328523;344717;1562328523;344630;0;
1562328523;354593;1562328523;354603;1562328523;354549;0;
1562328523;364318;1562328523;364328;1562328523;364267;0;
1562328523;374624;1562328523;374634;1562328523;374586;0;
1562328523;384647;1562328523;384657;1562328523;384605;0;
1562328523;394663;1562328523;394670;1562328523;394623;0;
1562328523;404694;1562328523;404704;1562328523;404643;0;
1562328523;414518;1562328523;414527;1562328523;414462;0;
1562328523;424620;1562328523;424626;1562328523;424580;0;
1562328523;434650;1562328523;434660;1562328523;434599;0;
1562328523;444433;1562328523;444445;1562328523;444318;0;
1562328523;454720;1562328523;454728;1562328523;454637;0;
1562328523;464688;1562328523;464702;1562328523;464556;0;
1562328523;474664;1562328523;474676;1562328523;474574;0;
1562328523;484717;1562328523;484735;1562328523;484594;0;
1562328523;494493;1562328523;494504;1562328523;494411;0;
1562328523;504724;1562328523;504736;1562328523;504630;0;
1562328523;514605;1562328523;514613;1562328523;514549;0;
1562328523;524342;1562328523;524351;1562328523;524268;0;
1562328523;534649;1562328523;534660;1562328523;534586;0;
1562328523;544654;1562328523;544665;1562328523;544605;0;
1562328523;554711;1562328523;554723;1562328523;554624;0;
1562328523;564631;1562328523;564645;1562328523;564544;0;
1562328523;574562;1562328523;574576;1562328523;574462;0;
1562328523;584655;1562328523;584665;1562328523;584580;0;
1562328523;594671;1562328523;594683;1562328523;594599;0;
1562328523;604373;1562328523;604382;1562328523;604317;0;
1562328523;614693;1562328523;614700;1562328523;614636;0;
1562328523;624617;1562328523;624626;1562328523;624555;0;
1562328523;634642;1562328523;634654;1562328523;634574;0;
1562328523;644659;1562328523;644669;1562328523;644594;0;
1562328523;654501;1562328523;654511;1562328523;654411;0;
1562328523;664706;1562328523;664717;1562328523;664631;0;
1562328523;674615;1562328523;674626;1562328523;674549;0;
1562328523;684356;1562328523;684367;1562328523;684268;0;
1562328523;694664;1562328523;694674;1562328523;694586;0;
1562328523;704660;1562328523;704670;1562328523;704605;0;
1562328523;714716;1562328523;714725;1562328523;714624;0;
1562328523;724630;1562328523;724647;1562328523;724543;0;
1562328523;734538;1562328523;734551;1562328523;734461;0;
1562328523;744646;1562328523;744669;1562328523;744579;0;
1562328523;754688;1562328523;754699;1562328523;754599;0;
1562328523;764426;1562328523;764443;1562328523;764317;0;
1562328523;774727;1562328523;774739;1562328523;774637;0;
1562328523;784676;1562328523;784689;1562328523;784555;0;
1562328523;794673;1562328523;794686;1562328523;794574;0;
1562328523;804647;1562328523;804657;1562328523;804593;0;
1562328523;814500;1562328523;814512;1562328523;814412;0;
1562328523;824726;1562328523;824745;1562328523;824630;0;
1562328523;834635;1562328523;834647;1562328523;834549;0;
1562328523;844326;1562328523;844336;1562328523;844268;0;
1562328523;854646;1562328523;854656;1562328523;854586;0;
1562328523;864704;1562328523;864722;1562328523;864605;0;
1562328523;874715;1562328523;874731;1562328523;874624;0;
1562328523;884610;1562328523;884621;1562328523;884543;0;
1562328523;894545;1562328523;894556;1562328523;894462;0;
1562328523;904667;1562328523;904683;1562328523;904580;0;
1562328523;914699;1562328523;914718;1562328523;914599;0;
