sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;angularVelocityX;angularVelocityY;angularVelocityZ;
1562328526;25143;1562328526;25151;1562328524;877403;0.0002040711;-0.0003265738;0.0008521049;
1562328526;25181;1562328526;25189;1562328524;882403;-0.001363875;-0.002193454;0.0004765649;
1562328526;68500;1562328526;68523;1562328524;887403;-0.0003098912;-0.0009365695;0.0005486572;
1562328526;68585;1562328526;68605;1562328524;892403;-0.0007333498;-0.001218852;9.290691e-05;
1562328526;68658;1562328526;68679;1562328524;897403;-0.0003985552;-0.001560859;0.002496098;
1562328526;68733;1562328526;68753;1562328524;902403;-9.329415e-05;-0.001238416;-0.0002238367;
1562328526;68808;1562328526;68828;1562328524;907403;-0.001340747;-0.002019482;0.0007658768;
1562328526;68886;1562328526;68906;1562328524;912403;-0.0006850751;-0.001349919;-0.0002275827;
1562328526;111196;1562328526;111217;1562328524;917403;-0.0004033141;-0.002329987;0.00165454;
1562328526;111262;1562328526;111275;1562328524;922403;0.0001506594;-0.001638604;-0.0004276809;
1562328526;111312;1562328526;111325;1562328524;927403;-0.0003553035;-0.000985162;0.0008130323;
1562328526;111367;1562328526;111380;1562328524;932403;-0.0007755877;-0.001599684;0.0006559842;
1562328526;154672;1562328526;154694;1562328524;937403;-0.000439156;-0.001750807;0.001251238;
1562328526;154752;1562328526;154769;1562328524;942403;-0.00016437;-0.001615249;0.0004380811;
1562328526;154823;1562328526;154839;1562328524;947403;5.817257e-05;-0.001938347;0.001593614;
1562328526;154895;1562328526;154911;1562328524;952403;0.0002493996;-0.001467201;0.0002893722;
1562328526;154965;1562328526;154982;1562328524;957403;-7.331956e-05;-0.002270285;0.0006006573;
1562328526;155036;1562328526;155053;1562328524;962403;0.000135528;-0.0009859642;0.001097293;
1562328526;197358;1562328526;197385;1562328524;967403;-0.0006004291;-0.002283434;0.001920805;
1562328526;197440;1562328526;197454;1562328524;972403;-0.0004046371;-0.002652257;0.0004317118;
1562328526;197491;1562328526;197504;1562328524;977403;-0.001347523;-0.0004532687;-0.0002347482;
1562328526;197541;1562328526;197553;1562328524;982403;-0.000198818;-0.002266863;-0.0003557016;
1562328526;240911;1562328526;240935;1562328524;987403;0.0004951142;-0.002613242;0.0001137032;
1562328526;241001;1562328526;241015;1562328524;992403;-0.001538575;-0.002994737;0.0005094266;
1562328526;241068;1562328526;241082;1562328524;997403;-0.001650048;-0.002413859;-0.0004736514;
1562328526;241134;1562328526;241148;1562328525;2403;-0.0007073411;-0.0005582281;0.0009579713;
1562328526;241202;1562328526;241216;1562328525;7403;-3.219724e-08;-0.002109395;0.001611061;
1562328526;283538;1562328526;283563;1562328525;12403;-0.0002717832;-0.001423995;0.0006176308;
1562328526;283631;1562328526;283648;1562328525;17403;-0.001599923;-0.001887656;0.0009659465;
1562328526;283701;1562328526;283718;1562328525;22403;-0.0007796928;-0.002382847;0.0005848284;
