sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;latitude;longitude;
1562328536;18846;1562328536;18861;1562328536;18842;57.709217595;11.946678474;
1562328536;58978;1562328536;58992;1562328536;58974;57.709217653;11.946678421;
1562328536;99103;1562328536;99118;1562328536;99099;57.709217653;11.946678421;
1562328536;139234;1562328536;139266;1562328536;139225;57.709217653;11.946678421;
1562328536;179435;1562328536;179470;1562328536;179423;57.709217883;11.946678211;
1562328536;219629;1562328536;219659;1562328536;219618;57.709217883;11.946678211;
1562328536;259801;1562328536;259825;1562328536;259793;57.709217942;11.946678164;
1562328536;299959;1562328536;299988;1562328536;299949;57.709217942;11.946678164;
1562328536;340161;1562328536;340175;1562328536;340156;57.709218;11.946678112;
1562328536;380329;1562328536;380352;1562328536;380321;57.709218;11.946678112;
1562328536;420494;1562328536;420525;1562328536;420484;57.709218175;11.946677966;
1562328536;460667;1562328536;460685;1562328536;460660;57.709218175;11.946677966;
1562328536;500829;1562328536;500843;1562328536;500824;57.709218175;11.946677966;
1562328536;540957;1562328536;540972;1562328536;540951;57.70921841;11.946677756;
1562328536;581105;1562328536;581127;1562328536;581096;57.70921841;11.946677756;
1562328536;621244;1562328536;621256;1562328536;621239;57.709218469;11.946677703;
1562328536;661373;1562328536;661389;1562328536;661368;57.709218469;11.946677703;
1562328536;701530;1562328536;701550;1562328536;701522;57.709218469;11.946677703;
1562328536;741675;1562328536;741696;1562328536;741665;57.709218943;11.946677252;
1562328536;781825;1562328536;781851;1562328536;781814;57.709218943;11.946677252;
1562328536;821986;1562328536;822007;1562328536;821977;57.709219003;11.946677196;
1562328536;862130;1562328536;862149;1562328536;862123;57.709219003;11.946677196;
1562328536;902276;1562328536;902301;1562328536;902262;57.709219063;11.946677142;
1562328536;942442;1562328536;942456;1562328536;942435;57.709219063;11.946677142;
1562328536;982597;1562328536;982627;1562328536;982583;57.709219123;11.946677102;
1562328537;22758;1562328537;22779;1562328537;22750;57.709219123;11.946677102;
1562328537;62896;1562328537;62908;1562328537;62891;57.709219183;11.946677052;
1562328537;103019;1562328537;103032;1562328537;103013;57.709219243;11.946676979;
1562328537;143151;1562328537;143169;1562328537;143142;57.709219243;11.946676979;
1562328537;183318;1562328537;183349;1562328537;183304;57.709219303;11.94667692;
1562328537;223495;1562328537;223508;1562328537;223489;57.709219303;11.94667692;
1562328537;263621;1562328537;263634;1562328537;263616;57.709219303;11.94667692;
1562328537;303813;1562328537;303836;1562328537;303748;57.709219303;11.94667692;
1562328537;344001;1562328537;344037;1562328537;343984;57.709219303;11.94667692;
1562328537;384214;1562328537;384253;1562328537;384197;57.709219303;11.94667692;
1562328537;424449;1562328537;424488;1562328537;424434;57.709219303;11.94667692;
1562328537;464675;1562328537;464702;1562328537;464664;57.709219667;11.946676613;
1562328537;504875;1562328537;504900;1562328537;504866;57.709219667;11.946676613;
1562328537;545085;1562328537;545122;1562328537;545071;57.709220034;11.946676304;
1562328537;585319;1562328537;585356;1562328537;585300;57.709220034;11.946676304;
1562328537;625532;1562328537;625564;1562328537;625519;57.709220096;11.946676249;
1562328537;665733;1562328537;665752;1562328537;665726;57.709220096;11.946676249;
1562328537;705908;1562328537;705922;1562328537;705903;57.709220157;11.946676196;
1562328537;746046;1562328537;746078;1562328537;746036;57.709220157;11.946676196;
1562328537;786210;1562328537;786229;1562328537;786203;57.709220219;11.946676141;
1562328537;826391;1562328537;826405;1562328537;826386;57.709220219;11.946676141;
1562328537;866539;1562328537;866554;1562328537;866533;57.709220528;11.946675892;
1562328537;906694;1562328537;906723;1562328537;906678;57.709220528;11.946675892;
1562328537;946876;1562328537;946902;1562328537;946865;57.709220528;11.946675892;
1562328537;987047;1562328537;987079;1562328537;987031;57.70922059;11.946675838;
1562328538;27287;1562328538;27318;1562328538;27274;57.70922059;11.946675838;
1562328538;67492;1562328538;67519;1562328538;67482;57.709220652;11.946675785;
