sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;accelerationX;accelerationY;accelerationZ;
1562328525;939116;1562328525;939134;1562328524;837403;-0.4072149;-0.04546748;-9.811588;
1562328525;982494;1562328525;982507;1562328524;842403;-0.411331;-0.05265133;-9.81166;
1562328525;982552;1562328525;982572;1562328524;847403;-0.4078185;-0.05867913;-9.817062;
1562328525;982625;1562328525;982641;1562328524;852403;-0.4077542;-0.05063289;-9.824446;
1562328525;982697;1562328525;982715;1562328524;857403;-0.3990811;-0.05753675;-9.81028;
1562328525;982774;1562328525;982792;1562328524;862403;-0.3847642;-0.07029725;-9.80257;
1562328525;982849;1562328525;982867;1562328524;867403;-0.4123634;-0.07905161;-9.801376;
1562328526;25127;1562328526;25135;1562328524;872403;-0.3922203;-0.08105344;-9.814554;
1562328526;25157;1562328526;25164;1562328524;877403;-0.3756864;-0.08782429;-9.809782;
1562328526;25196;1562328526;25203;1562328524;882403;-0.381715;-0.08933821;-9.796792;
1562328526;68543;1562328526;68562;1562328524;887403;-0.3937823;-0.09576306;-9.8057;
1562328526;68619;1562328526;68639;1562328524;892403;-0.3865461;-0.07616893;-9.802316;
1562328526;68693;1562328526;68713;1562328524;897403;-0.3923354;-0.08401301;-9.791219;
1562328526;68768;1562328526;68788;1562328524;902403;-0.3916726;-0.07735027;-9.774185;
1562328526;68843;1562328526;68863;1562328524;907403;-0.3875753;-0.04470412;-9.80105;
1562328526;68920;1562328526;68940;1562328524;912403;-0.3902426;-0.03912641;-9.803164;
1562328526;111234;1562328526;111248;1562328524;917403;-0.4014044;-0.04742628;-9.804475;
1562328526;111286;1562328526;111299;1562328524;922403;-0.4007712;-0.04270844;-9.796908;
1562328526;111336;1562328526;111348;1562328524;927403;-0.3978177;-0.0305481;-9.797636;
1562328526;111392;1562328526;111405;1562328524;932403;-0.3903093;-0.02128399;-9.805694;
1562328526;154713;1562328526;154732;1562328524;937403;-0.3868659;-0.03326717;-9.794827;
1562328526;154785;1562328526;154803;1562328524;942403;-0.3984329;-0.02976619;-9.787545;
1562328526;154855;1562328526;154873;1562328524;947403;-0.4056455;-0.03325025;-9.780096;
1562328526;154927;1562328526;154945;1562328524;952403;-0.4194977;-0.03589529;-9.772701;
1562328526;154998;1562328526;155016;1562328524;957403;-0.4081843;-0.04201364;-9.782557;
1562328526;155069;1562328526;155087;1562328524;962403;-0.4064479;-0.05450995;-9.787482;
1562328526;197404;1562328526;197418;1562328524;967403;-0.3928797;-0.05026563;-9.796975;
1562328526;197465;1562328526;197478;1562328524;972403;-0.4052663;-0.0481255;-9.793686;
1562328526;197515;1562328526;197527;1562328524;977403;-0.4067407;-0.04262897;-9.811854;
1562328526;197564;1562328526;197577;1562328524;982403;-0.3971964;-0.04771454;-9.810155;
1562328526;240960;1562328526;240976;1562328524;987403;-0.3961036;-0.05043754;-9.805394;
1562328526;241032;1562328526;241048;1562328524;992403;-0.4050658;-0.05450208;-9.820351;
1562328526;241098;1562328526;241114;1562328524;997403;-0.4056404;-0.04813301;-9.832343;
1562328526;241165;1562328526;241180;1562328525;2403;-0.4009576;-0.05666652;-9.82867;
1562328526;241232;1562328526;241248;1562328525;7403;-0.3985378;-0.06355933;-9.819009;
1562328526;283589;1562328526;283607;1562328525;12403;-0.4031592;-0.04935463;-9.803587;
1562328526;283663;1562328526;283681;1562328525;17403;-0.4168709;-0.04429553;-9.798958;
1562328526;283733;1562328526;283751;1562328525;22403;-0.409824;-0.03692577;-9.802839;
1562328526;283831;1562328526;283848;1562328525;27403;-0.405364;-0.04122725;-9.789401;
1562328526;327239;1562328526;327259;1562328525;32403;-0.3984599;-0.04127304;-9.785478;
1562328526;327315;1562328526;327334;1562328525;37403;-0.4064982;-0.05586087;-9.777993;
1562328526;369660;1562328526;369678;1562328525;42403;-0.4000284;-0.05518978;-9.782417;
1562328526;369731;1562328526;369749;1562328525;47403;-0.4061858;-0.05803913;-9.77947;
1562328526;369801;1562328526;369819;1562328525;52403;-0.4199425;-0.0714413;-9.787659;
1562328526;369872;1562328526;369889;1562328525;57403;-0.4182652;-0.06468827;-9.7968;
1562328526;369941;1562328526;369959;1562328525;62403;-0.3920121;-0.07034353;-9.786434;
1562328526;370012;1562328526;370029;1562328525;67403;-0.3944821;-0.06917047;-9.797542;
1562328526;412345;1562328526;412363;1562328525;72403;-0.39566;-0.06662717;-9.797459;
1562328526;412416;1562328526;412434;1562328525;77403;-0.3938658;-0.05907389;-9.818169;
1562328526;412491;1562328526;412508;1562328525;82403;-0.3978934;-0.05417928;-9.818663;
